"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"1658","1.393","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"1659","1.394","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","1327\302\265s","","","","0"
"1660","1.394","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1661","1.395","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","477\302\265s","","","","0"
"1665","1.399","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3530\302\265s","","","","0"
"1666","1.400","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"1667","1.400","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","737\302\265s","","","","0"
"1668","1.401","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7484\302\265s","","","","0"
"1669","1.402","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1670","1.403","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1671","1.403","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","1791\302\265s","","","","0"
"1673","1.405","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","410\302\265s","","","","0"
"1679","1.409","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6871\302\265s","","","","0"
"1680","1.409","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","9000\302\265s","","","","0"
"1681","1.410","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"1682","1.411","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1689","1.417","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2934\302\265s","","","","0"
"1690","1.419","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1691","1.419","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1698","1.424","59:65:2f:65:e4:21","LE 1M","LE LL","24","5107\302\265s","","","","0"
"1699","1.424","59:65:2f:65:24:21","LE 1M","LE LL","16","368\302\265s","","","","0"
"1701","1.426","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1855\302\265s","","","","0"
"1702","1.427","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1703","1.427","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1704","1.428","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","7621\302\265s","","","","0"
"1706","1.430","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1710","1.434","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2777\302\265s","","","","0"
"1711","1.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1712","1.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1716","1.437","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","12463\302\265s","","","","0"
"1717","1.438","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1718","1.439","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1728","1.446","59:51:34:3a:99:17","LE 1M","LE LL","21","2993\302\265s","","","","0"
"1729","1.447","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"1730","1.448","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"1734","1.450","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1030\302\265s","","","","0"
"1735","1.450","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1736","1.451","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1745","1.458","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","426\302\265s","","","","0"
"1747","1.459","7c:89:95:02:84:47","LE 1M","LE LL","24","5841\302\265s","","","","0"
"1748","1.461","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"1749","1.461","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5966\302\265s","","","","0"
"1750","1.462","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1751","1.463","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1755","1.465","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","2094\302\265s","","","","0"
"1756","1.466","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","5469\302\265s","","","","0"
"1757","1.467","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"1761","1.470","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","624\302\265s","","","","0"
"1762","1.471","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1763","1.471","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1766","1.473","4d:be:63:3e:45:54","LE 1M","LE LL","25","9035\302\265s","","","","0"
"1767","1.474","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","16756\302\265s","","","","0"
"1768","1.475","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1769","1.475","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1770","1.476","55:01:2a:98:35:1d","LE 1M","LE LL","23","6643\302\265s","","","","0"
"1794","1.495","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1036\302\265s","","","","0"
"1795","1.496","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"1796","1.497","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","736\302\265s","","","","0"
"1800","1.501","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1835\302\265s","","","","0"
"1801","1.502","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1802","1.503","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1806","1.507","e4:56:24:51:15:42","LE 1M","LE LL","14","1417\302\265s","","","","0"
"1807","1.507","e4:56:24:51:15:42","LE 1M","LE LL","14","132\302\265s","","","","0"
"1808","1.508","e4:56:24:51:15:42","LE 1M","LE LL","14","132\302\265s","","","","0"
"1812","1.511","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","11671\302\265s","","","","0"
"1816","1.514","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2293\302\265s","","","","0"
"1817","1.514","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1818","1.515","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","1502\302\265s","","","","0"
"1819","1.516","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"1820","1.517","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","737\302\265s","","","","0"
"1827","1.523","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4334\302\265s","","","","0"
"1828","1.523","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1829","1.524","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1836","1.530","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","4287\302\265s","","","","0"
"1837","1.531","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1838","1.531","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"1842","1.534","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1021\302\265s","","","","0"
"1843","1.534","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1844","1.535","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1848","1.539","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1962\302\265s","","","","0"
"1850","1.541","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","673\302\265s","","","","0"
"1854","1.545","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","1433\302\265s","","","","0"
"1857","1.547","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4999\302\265s","","","","0"
"1858","1.548","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"1859","1.548","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1866","1.553","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6739\302\265s","","","","0"
"1867","1.554","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1868","1.554","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1869","1.555","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2000\302\265s","","","","0"
"1870","1.555","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1871","1.556","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"1875","1.559","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","5810\302\265s","","","","0"
"1876","1.560","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"1877","1.560","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"1880","1.562","f4:20:73:97:58:60","LE 1M","LE LL","14","295\302\265s","","","","0"
"1885","1.566","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1638\302\265s","","","","0"
"1887","1.567","7c:89:95:02:84:47","LE 1M","LE LL","24","13677\302\265s","","","","0"
"1888","1.568","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"1889","1.569","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"1911","1.587","4d:be:63:3e:45:54","LE 1M","LE LL","25","7379\302\265s","","","","0"
"1912","1.587","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"1913","1.588","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"1920","1.593","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4203\302\265s","","","","0"
"1921","1.593","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1922","1.594","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1924","1.595","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2104\302\265s","","","","0"
"1925","1.596","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"1929","1.599","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1203\302\265s","","","","0"
"1930","1.600","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1931","1.601","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1932","1.601","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","24242\302\265s","","","","0"
"1933","1.602","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","905\302\265s","","","","0"
"1934","1.603","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1748\302\265s","","","","0"
"1938","1.606","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","3267\302\265s","","","","0"
"1939","1.607","4d:1c:43:f0:f1:ad","LE 1M","LE LL","20","737\302\265s","","","","0"
"1940","1.607","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","737\302\265s","","","","0"
"1962","1.631","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","4272\302\265s","","","","0"
"1963","1.631","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"1964","1.632","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","736\302\265s","","","","0"
"1966","1.633","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3506\302\265s","","","","0"
"1967","1.634","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"1974","1.638","55:01:2a:98:35:1d","LE 1M","LE LL","23","4955\302\265s","","","","0"
"1975","1.639","5d:65:2f:65:e4:21","LE 1M","LE LL","24","543\302\265s","","","","0"
"1976","1.640","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"1979","1.642","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","677\302\265s","","","","0"
"1983","1.645","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","13082\302\265s","","","","0"
"1984","1.645","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","736\302\265s","","","","0"
"1985","1.646","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"2007","1.663","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","2876\302\265s","","","","0"
"2008","1.664","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","132\302\265s","","","","0"
"2009","1.664","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","132\302\265s","","","","0"
"2010","1.665","59:51:34:3a:99:17","LE 1M","LE LL","21","11813\302\265s","","","","0"
"2011","1.665","59:51:34:3a:b9:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"2012","1.666","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2013","1.667","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","582\302\265s","","","","0"
"2014","1.667","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2015","1.668","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2019","1.672","7c:89:95:02:84:47","LE 1M","LE LL","24","10804\302\265s","","","","0"
"2020","1.673","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"2021","1.673","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2022","1.674","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","857\302\265s","","","","0"
"2023","1.674","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2024","1.676","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2031","1.680","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","973\302\265s","","","","0"
"2032","1.681","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","904\302\265s","","","","0"
"2033","1.681","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2034","1.682","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","4134\302\265s","","","","0"
"2035","1.683","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","4653\302\265s","","","","0"
"2036","1.684","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"2039","1.686","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2369\302\265s","","","","0"
"2040","1.686","4d:be:63:3e:45:54","LE 1M","LE LL","25","8991\302\265s","","","","0"
"2041","1.687","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"2042","1.687","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2052","1.695","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1553\302\265s","","","","0"
"2053","1.695","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2054","1.696","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2065","1.703","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9597\302\265s","","","","0"
"2066","1.704","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2067","1.705","55:01:2a:98:35:1d","LE 1M","LE LL","23","5917\302\265s","","","","0"
"2076","1.711","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6820\302\265s","","","","0"
"2077","1.712","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2078","1.713","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2091","1.721","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4268\302\265s","","","","0"
"2092","1.721","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2093","1.722","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2094","1.722","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","2758\302\265s","","","","0"
"2095","1.723","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"2100","1.727","59:51:34:3a:99:17","LE 1M","LE LL","21","670\302\265s","","","","0"
"2101","1.728","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"2102","1.728","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2103","1.729","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","409\302\265s","","","","0"
"2104","1.729","ff:1c:38:10:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2105","1.730","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2115","1.739","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6713\302\265s","","","","0"
"2116","1.740","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2117","1.740","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2121","1.742","f6:d8:c7:99:93:35","LE 1M","LE LL","14","3543\302\265s","","","","0"
"2122","1.743","f6:d8:c7:99:93:35","LE 1M","LE LL","14","132\302\265s","","","","0"
"2123","1.743","f6:d8:c7:99:93:35","LE 1M","LE LL","14","132\302\265s","","","","0"
"2124","1.744","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","5347\302\265s","","","","0"
"2125","1.745","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2126","1.746","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2127","1.746","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1759\302\265s","","","","0"
"2128","1.746","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2129","1.747","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2130","1.747","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","1805\302\265s","","","","0"
"2131","1.748","7d:3c:5b:f0:f1:ab","LE 1M","LE LL","20","363\302\265s","","","","0"
"2132","1.748","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","736\302\265s","","","","0"
"2136","1.751","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9265\302\265s","","","","0"
"2137","1.751","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2138","1.752","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2147","1.757","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3162\302\265s","","","","0"
"2163","1.768","55:01:2a:98:35:1d","LE 1M","LE LL","23","1644\302\265s","","","","0"
"2164","1.769","7c:89:95:02:84:47","LE 1M","LE LL","24","1941\302\265s","","","","0"
"2165","1.769","7c:89:95:02:84:47","LE 1M","LE LL","24","736\302\265s","","","","0"
"2166","1.770","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3300\302\265s","","","","0"
"2167","1.770","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2168","1.771","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2172","1.774","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10454\302\265s","","","","0"
"2173","1.775","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2174","1.775","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2175","1.776","4d:be:63:3e:45:54","LE 1M","LE LL","25","2738\302\265s","","","","0"
"2176","1.776","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2177","1.777","4d:be:63:3e:45:54","LE 1M","LE LL","25","737\302\265s","","","","0"
"2181","1.780","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8117\302\265s","","","","0"
"2182","1.781","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2183","1.781","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2187","1.783","59:51:34:3a:99:17","LE 1M","LE LL","21","4443\302\265s","","","","0"
"2188","1.784","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2189","1.784","59:51:34:3a:99:17","LE 1M","LE LL","21","743\302\265s","","","","0"
"2195","1.789","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2359\302\265s","","","","0"
"2209","1.799","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2210","1.800","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2214","1.804","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","7061\302\265s","","","","0"
"2222","1.810","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","1490\302\265s","","","","0"
"2228","1.814","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"2231","1.818","55:01:2a:98:35:1d","LE 1M","LE LL","23","20231\302\265s","","","","0"
"2232","1.819","55:01:2a:98:35:1d","LE 1M","LE LL","23","876\302\265s","","","","0"
"2249","1.873","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5984\302\265s","","","","0"
"2250","1.874","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2251","1.882","59:51:34:3a:99:17","LE 1M","LE LL","21","8209\302\265s","","","","0"
"2252","1.883","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2253","1.884","59:51:34:3a:99:17","LE 1M","LE LL","21","355\302\265s","","","","0"
"2256","1.899","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6065\302\265s","","","","0"
"2260","1.915","7c:89:95:02:84:47","LE 1M","LE LL","24","10809\302\265s","","","","0"
"2261","1.916","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2262","1.917","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2264","1.923","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3484\302\265s","","","","0"
"2265","1.924","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2266","1.925","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","731\302\265s","","","","0"
"2267","1.925","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2268","1.926","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2269","1.930","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","3249\302\265s","","","","0"
"2287","1.949","4d:be:63:3e:45:54","LE 1M","LE LL","25","1741\302\265s","","","","0"
"2288","1.950","4d:be:63:3e:45:54","LE 1M","LE LL","25","367\302\265s","","","","0"
"2289","1.951","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2292","1.970","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2301","1.998","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9013\302\265s","","","","0"
"2306","2.005","55:01:2a:98:35:1d","LE 1M","LE LL","23","324\302\265s","","","","0"
"2307","2.005","55:01:2a:98:35:1d","LE 1M","LE LL","23","517\302\265s","","","","0"
"2308","2.006","55:01:2a:98:35:1d","LE 1M","LE LL","23","490\302\265s","","","","0"
"2309","2.008","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1570\302\265s","","","","0"
"2311","2.018","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9089\302\265s","","","","0"
"2312","2.018","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2313","2.019","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2320","2.039","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","368\302\265s","","","","0"
"2321","2.040","63:3d:4c:ce:26:30","LE 1M","LE LL","24","365\302\265s","","","","0"
"2323","2.043","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1041\302\265s","","","","0"
"2324","2.043","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2325","2.044","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2332","2.064","59:51:34:3a:99:17","LE 1M","LE LL","21","11972\302\265s","","","","0"
"2333","2.064","59:51:34:3a:99:17","LE 1M","LE LL","21","357\302\265s","","","","0"
"2334","2.065","59:51:34:3a:99:17","LE 1M","LE LL","21","355\302\265s","","","","0"
"2335","2.071","59:65:2f:65:e4:21","LE 1M","LE LL","24","6278\302\265s","","","","0"
"2336","2.073","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1786\302\265s","","","","0"
"2337","2.074","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2339","2.100","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7151\302\265s","","","","0"
"2340","2.100","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2343","2.109","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"2344","2.111","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","1958\302\265s","","","","0"
"2348","2.115","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2033\302\265s","","","","0"
"2351","2.127","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7528\302\265s","","","","0"
"2352","2.128","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2367","2.156","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","298\302\265s","","","","0"
"2368","2.156","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2369","2.156","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2373","2.169","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","9978\302\265s","","","","0"
"2374","2.170","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"2375","2.170","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"2379","2.191","55:01:2a:98:35:1d","LE 1M","LE LL","23","8657\302\265s","","","","0"
"2380","2.192","7c:89:95:02:84:47","LE 1M","LE LL","24","810\302\265s","","","","0"
"2381","2.193","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2385","2.224","4d:be:63:3e:45:54","LE 1M","LE LL","25","19304\302\265s","","","","0"
"2386","2.225","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2387","2.226","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2388","2.227","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","887\302\265s","","","","0"
"2389","2.227","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2390","2.228","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2391","2.245","59:51:34:3a:99:17","LE 1M","LE LL","21","17229\302\265s","","","","0"
